ref;design;Preco_Euros
CSONMCVENCR;ON(m): CS Corporate Vencimentos Rede;27,67
CSONMCPLANPM;ON(m): CS Corporate Planeamento p/ Gestão Mono;14,42
CSSADEOCUG20;SA: CS Desktop Enterprise Ocupação p/ Gestão 6a20 U.A.;47
CSWECOLAB100;CS Web Enterprise Colaborador 21a100 U.A.;65
CSONMDEIECAG5;ON(m): CS Desktop Enterprise IEC Álcool p/ Gestão 1a5 U.A.;2,42
CSONMMPLATI;ON: CS Manufactor Manager Platform Intranet;25
CSSAWACOLAB120;SA: CS Web Advanced Colaborador 1a20 U.A.;23
CSONMDESHST20;ON(m): CS Desktop Enterprise SHST 6a20 U.A.;2,08
CSONMDAEQUIUA;ON(m): CS Desktop Advanced Equipa U.A.;3,25
CSONECRMR;ON: CS Enterprise CRM Rede;1075
CSECONTPSA;CS Enterprise Controlo p/ Gestão Srv.Adic.;1871
CSATDEGREG20;AT: CS Desktop Enterprise Grelhas p/ Gestão 6a20 U.A.;28
CSATACRMR;AT: CS Advanced CRM Rede;1160
CSONMDALOTGUA;ON(m): CS Desktop Advanced Lotes p/ Gestão U.A.;2,75
CSATWCSUP120;AT: CS Web Corporate Suporte 1a20 U.A.;27
CSONMCPROJR;ON(m): CS Corporate Projeto p/ Gestão Rede;84,42
CSONMAMULTRPA;ON(m): CS Advanced Multilingua p/ Restauração Posto;2,42
CSATAOBRGSA;AT: CS Advanced Obras p/ Gestão Srv.Adic.;484
CSWECONT20;CS Web Enterprise Contabilidade 6a20 U.A.;209
CSSAWABC5;SA: CS Web Advanced Bank Connector 5;200
CSCPLANPM;CS Corporate Planeamento p/ Gestão Mono;720
CSONCSUPSTSAR;ON: CS Corporate Suporte + Stocks Srv.Adic.Rede;189
CSSAERES20P;SA: CS Enterprise Restauração 11a20 Postos;279
CSSAECONTR;SA: CS Enterprise Contabilidade Rede;2242
CSONMACLISA;ON(m): CS Advanced Clínica Srv.Adic.;23,17
CSONMEGESSA;ON(m): CS Enterprise Gestão Srv.Adic.;46,08
CSSADECAR21;SA: CS Desktop Enterprise Careers +20 U.A.;51
CSSAEOKRR;SA: CS Enterprise OKR Rede;1207
CSATDELET5;AT: CS Desktop Enterprise Letras 1a5 U.A.;180
CSONWAECOE;ON: CS Web Advanced Ecovalor Extranet;57
CSONMDEIMOV20;ON(m): CS Desktop Enterprise Imóveis 6a20 U.A.;6,92
CSECLISA;CS Enterprise Clínica Srv.Adic.;1344
CSSAEDOCBR;SA: CS Enterprise Documentos + BPM Rede;1425
CSONCOCUGSAM;ON: CS Corporate Ocupação p/ Gestão Srv.Adic.Mono;77
CSONEOBRGSA;ON: CS Enterprise Obras p/ Gestão Srv.Adic.;96
CSSAEIMOVR;SA: CS Enterprise Imóveis Rede;2759
CSWAEQUIUA;CS Web Advanced Equipa U.A.;120
CSONCRGPDSA;ON: CS Corporate RGPD Srv.Adic.;48
CSWEOKR5;CS Web Enterprise OKR 1a5 U.A.;187
CSONESUPSTSA;ON: CS Enterprise Suporte + Stocks Srv.Adic.;570
CSATECONTR;AT: CS Enterprise Contabilidade Rede;3119
CSATDAPLANPUA;AT: CS Desktop Advanced Planeamento p/ Gestão U.A.;42
CSSAWECOLAB400;SA: CS Web Enterprise Colaborador 101a400 U.A.;6
CSASQP1000;CS Assinaturas Qualificadas - Pack Adicional 1000;100
CSSAEMESTS1P;SA: CS Enterprise Estações de Serviço 1º Posto;230
CSONMMETOUR;ON(m): CS Manufactor Executive Touch Rede;32
CSATWACRMUA;AT: CS Web Advanced CRM U.A.;60
CSSAWAOKR120;SA: CS Web Advanced OKR 1a20 U.A.;34
CSWEGAI100;CS Web Enterprise GenAI 21a100 U.A.;36
CSSAWEDEINT;SA: CS Web Enterprise Documentos Eletrónicos Intranet;59
CSATWCEQUIE;AT: CS Web Corporate Equipa Extranet;301
CSSADESUPST20;SA: CS Desktop Enterprise Suporte + Stocks 6a20 U.A.;129
CSONWAOKR101;ON: CS Web Advanced OKR +100 U.A.;3
CSONWEECOG20;ON: CS Web Enterprise Ecovalor p/ Gestão 6a20 U.A.;10
CSONMDAPLANPUA;ON(m): CS Desktop Advanced Planeamento p/ Gestão U.A.;1,67
CSONMMEPLAR;ON(m): CS Manufactor Executive Planning Rede;128
CSATAIECAGSA;AT: CS Advanced IEC Álcool p/ Gestão Srv.Adic.;149
CSONMDCCRMUA;ON(m): CS Desktop Corporate CRM U.A.;1,08
CSATESINC20P;AT: CS Enterprise Sincro 11a20 Postos;117
CSONMDEVENC20;ON(m): CS Desktop Enterprise Vencimentos 6a20 U.A.;5,67
CSEMESTS1P;CS Enterprise Multi Estação Serviço 1º Posto;639
CSONCSUPM;ON: CS Corporate Suporte Mono;269
CSATMETOUR;AT: CS Manufactor Executive Touch Rede;800
CSMMPLATIUA;CS Manufactor Manager Platform Intranet U.A.;10
CSEEQPMP20P;CS Enterprise Equipamento p/ POS 11a20 Postos;127
CSSAETERMR20P;SA: CS Enterprise Terminais p/ Rest. 11a20 Postos;46
CSSADECONS21;SA: CS Desktop Enterprise Consolidação +20 U.A.;50
CSSAWCDEINT;SA: CS Web Corporate Documentos Eletrónicos Intranet;10
CSSADEGREG21;SA: CS Desktop Enterprise Grelhas p/ Gestão +20 U.A.;10
CSONMDCECOGUA;ON(m): CS Desktop Corporate Ecovalor p/ Gestão U.A.;0,58
CSONMECONSR;ON(m): CS Enterprise Consolidação Rede;124,75
CSATDCEQPMGUA;AT: CS Desktop Corporate Equipamento p/ Gestão U.A.;14
CSATESUPSA;AT: CS Enterprise Suporte Srv.Adic.;949
CSONMAMULTPPA;ON(m): CS Advanced Multilingua p/ POS Posto;2,42
CSCPGGLOSAR;CS Corporate Gabinetes Global Srv.Adic.Rede;1728
CSONWCEB2C;ON: CS Web Corporate E-Commerce B2C;309
CSONMETERMP;ON(m): CS Enterprise Terminais Portáteis;64
CSSAAQUALIR;SA: CS Advanced Qualidade Rede;833
CSSAEREVIPR;SA: CS Enterprise Revisão de Preços Rede;1093
CSONMCCONTPR;ON(m): CS Corporate Controlo p/ Gestão Rede;17,33
CSACRMSA;CS Advanced CRM Srv.Adic.;1160
CSONMWAEQUIE;ON(m): CS Web Advanced Equipa Extranet;27,92
CSATDEEQPMG21;AT: CS Desktop Enterprise Equipamento p/ Gestão +20 U.A.;14
CSONMAGAISA;ON(m): CS Advanced GenAI Srv.Adic.;5,58
CSSACGREP5P;SA: CS Corporate Grelhas p/ POS 1a5 Postos;27
CSONACRMSA;ON: CS Advanced CRM Srv.Adic.;278
CSONMDCGESUA;ON(m): CS Desktop Corporate Gestão U.A.;2,33
CSATCCRMM;AT: CS Corporate CRM Mono;481
CSATCIECAGSAM;AT: CS Corporate IEC Álcool p/ Gestão Srv.Adic.Mono;121
CSCOBRGR;CS Corporate Obras p/ Gestão Rede;768
CSONMMPLATR;ON: CS Manufactor Manager Platform Rede;918
CSSACSUPM;SA: CS Corporate Suporte Mono;403
CSDECONT5;CS Desktop Enterprise Contabilidade 1a5 U.A.;569
CSONDEGES20;ON: CS Desktop Enterprise Gestão 6a20 U.A.;195
CSONDEVENC5;ON: CS Desktop Enterprise Vencimentos 1a5 U.A.;137
CSSADCEQUIUA;SA: CS Desktop Corporate Equipa U.A.;19
CSDEIECAG5;CS Desktop Enterprise IEC Álcool p/ Gestão 1a5 U.A.;120
CSAIMOBR;CS Advanced Imobilizado Rede;3119
TOGADVBPARTNERUA;Together Advanced Partner - Utilizador Adicional;45
CSSAWAGAI101;SA: CS Web Advanced GenAI +100 U.A.;2
CSATCECOGR;AT: CS Corporate Ecovalor p/ Gestão Rede;288
CSONMWCVENC120;ON(m): CS Web Corporate Vencimentos 1a20 U.A.;1,08
CSEIECAP21P;CS Enterprise IEC Álcool p/ POS +20 Postos;82
CSSAAGREPPA;SA: CS Advanced Grelhas p/ POS Posto;36
CSONWEFORME;ON: CS Web Enterprise Formação Extranet;719
CSONAEQUIR;ON: CS Advanced Equipa Rede;557
CSATEMULT;AT: CS Enterprise Multilingua;630
CSONEIECAGR;ON: CS Enterprise IEC Álcool p/ Gestão Rede;319
CSONMEGREPUA;ON: CS Manufactor Executive Grelhas U.A.;58
CSONMEXLPA;ON(m): CS Enterprise XL Posto Adic.;3,33
CSSADASERVGUA;SA: CS Desktop Advanced Serviços U.A.;13
CSCIMOVR;CS Corporate Imóveis Rede;961
NSFTCSUSB;Ficha de Técnico Certificado Semestral ( USB );44
CSONETERMR20P;ON: CS Enterprise Terminais p/ Rest. 11a20 Postos;30
CSONDAGAI100;ON: CS Desktop Advanced GenAI 21a100 U.A.;6
SQL22RNSTANDCAL;CAL SQL Server 2022 Runtime STANDARD Edition;246
CSNOTIP20000;CS  Notify - Pack Adicional 20000;100
CSCFROTSAM;CS Corporate Frota Srv.Adic.Mono;481
CSONMCCONTPSAM;ON(m): CS Corporate Controlo p/ Gestão Srv.Adic.Mono;7,17
CSDAPGLOUA;CS Desktop Advanced Global U.A.;833
CSAOCUGR;CS Advanced Ocupação p/ Gestão Rede;1933
CSONDEPLANP21;ON: CS Desktop Enterprise Planeamento p/ Gestão +20 U.A.;7
CSSAWCSUP120;SA: CS Web Corporate Suporte 1a20 U.A.;19
CSATDASHSTUA;AT: CS Desktop Advanced SHST U.A.;28
CSSAAFROTR;SA: CS Advanced Frota Rede;833
CSSAWCDOC120;SA: CS Web Corporate Documentos 1a20 U.A.;12
CSSADACLIUA;SA: CS Desktop Advanced Clínica U.A.;57
CSONCCLISAR;ON: CS Corporate Clínica Srv.Adic.Rede;161
CSATCCRMSAR;AT: CS Corporate CRM Srv.Adic.Rede;288
CSATALOGIGR;AT: CS Advanced Logística p/ Gestão Rede;992
CSATDEORCAP20;AT: CS Desktop Enterprise Orçamento p/ Gestão 6a20 U.A.;75
CSONCGREGM;ON: CS Corporate Grelhas p/ Gestão Mono;116
RENOVAQUAL;Renovação Certificação PHC CS Qualidade desktop;70
CSATASUPR;AT: CS Advanced Suporte Rede;1160
CSAMESTSPA;CS Advanced Multi Estação Serviço Posto Adic.;639
CSONMDAOCUGUA;ON(m): CS Desktop Advanced Ocupação p/ Gestão U.A.;2,67
CSEREVIPR;CS Enterprise Revisão de Preços Rede;3041
CSSAAPQDBR;SA: CS Advanced Qualidade + Documentos + BPM Rede;1250
CSONMCCRMR;ON(m): CS Corporate CRM Rede;23
CSCPLANPR;CS Corporate Planeamento p/ Gestão Rede;867
CSATEIMOBR;AT: CS Enterprise Imobilizado Rede;3119
CSONELETSA;ON: CS Enterprise Letras Srv.Adic.;286
CSSACMESTSPA;SA: CS Corporate Multi Estação Serviço Posto Adic.;230
CSDCGESUA;CS Desktop Corporate Gestão U.A.;117
CSATEDOCBSA;AT: CS Enterprise Documentos + BPM Srv.Adic.;595
CSDEQUADB20;CS Desktop Enterprise Qualidade+Documentos+BPM 6a20 U.A.;288
CSATMEMOLUA;AT: CS Manufactor Executive Moldes U.A.;79
CSONCECOGM;ON: CS Corporate Ecovalor p/ Gestão Mono;116
CSONMADENSA;ON(m): CS Advanced Denúncias Srv.Adic.;7,25
CSONMAFORMSA;ON(m): CS Advanced Formação Srv.Adic.;23,17
CSDESUPST5;CS Desktop Enterprise Suporte + Stocks 1a5 U.A.;724
CSONMWCGAI120;ON(m): CS Web Corporate GenAI 1a20 U.A.;0,5
CSWAEQPMGUA;CS Web Advanced Equipamento p/ Gestão U.A.;28
CSONWCSUP120;ON: CS Web Corporate Suporte 1a20 U.A.;13
CSONMMETOUUA;ON(m): CS Manufactor Executive Touch U.A.;3,17
CSONMAPOSPA;ON(m): CS Advanced POS Posto Adic.;12,08
CSATAPOS1P;AT: CS Advanced POS 1º Posto;252
CSONMEMESTSPA;ON(m): CS Enterprise Multi Estação Serviço Posto Adic.;16,83
CSWEEQUIE;CS Web Enterprise Equipa Extranet;1998
CSONMCCON;ON(m): CS Corporate Conector;24
CSATDAGESUA;AT: CS Desktop Advanced Gestão U.A.;141
CSONMEPOS20P;ON(m): CS Enterprise POS 11a20 Postos;15,5
CSDECONTP21;CS Desktop Enterprise Controlo p/ Gestão +20 U.A.;29
CSONWARECRU120;ON: CS Web Advanced Recrutamento 1a20 U.A.;36
CSATERGPD;AT: CS Enterprise RGPD;760
CSATAMESTS1P;AT: CS Advanced Multi Estação Serviço 1º Posto;260
CSEMULTP20P;CS Enterprise Multilingua p/ POS 11a20 Postos;127
CSERGPDRPA;CS Enterprise RGPD p/ Restauração Posto;253
CSATACONTSA;AT: CS Advanced Contabilidade Srv.Adic.;780
CSWEDOC100;CS Web Enterprise Documentos 21a100 U.A.;71
CSATDEIMOB21;AT: CS Desktop Enterprise Imobilizado +20 U.A.;71
CSCMEDIPR;CS Corporate Medição p/ Gestão Rede;1824
CSONMCORCAPR;ON(m): CS Corporate Orçamento p/ Gestão Rede;36,5
CSONWEEQUIE;ON: CS Web Enterprise Equipa Extranet;480
CSSACDERES;SA: CS Corporate Documentos Eletrónicos p/ Restauração;29
CSACRMR;CS Advanced CRM Rede;2319
CSONMCCRMSAM;ON(m): CS Corporate CRM Srv.Adic.Mono;9,58
CSATCREVIPR;AT: CS Corporate Revisão de Preços Rede;912
CSSAWEEB2B;SA: CS Web Enterprise E-Commerce B2B;1077
CSSACCON;SA: CS Corporate Conector;431
CSONEMULTP20P;ON: CS Enterprise Multilingua p/ POS 11a20 Postos;30
CSWEGAI20;CS Web Enterprise GenAI 6a20 U.A.;54
CSSAEXLPA;SA: CS Enterprise XL Posto Adic.;60
CSONMDCSUPUA;ON(m): CS Desktop Corporate Suporte U.A.;1,5
CSONMDELOGIG5;ON(m): CS Desktop Enterprise Logística p/ Gestão 1a5 U.A.;4,25
CSDCIMOVUA;CS Desktop Corporate Imóveis U.A.;44
CSATWCEB2C;AT: CS Web Corporate E-Commerce B2C;643
CSATCEQPMGSAM;AT: CS Corporate Equipamento p/ Gestão Srv.Adic.Mono;121
CSONDEEQPMG21;ON: CS Desktop Enterprise Equipamento p/ Gestão +20 U.A.;7
CSSACPGGLOM;SA: CS Corporate Gabinetes Global Mono;1035
CSSAEIECAGR;SA: CS Enterprise IEC Álcool p/ Gestão Rede;477
CSWAGAI100;CS Web Advanced GenAI 21a100 U.A.;18
CSEDEN;CS Enterprise Denúncias;1519
CSATDCLOTGUA;AT: CS Desktop Corporate Lotes p/ Gestão U.A.;18
CSSAWAEB2B;SA: CS Web Advanced E-Commerce B2B;718
CSDAGAI100;CS Desktop Advanced GenAI 21a100 U.A.;23
CSATCIECAGR;AT: CS Corporate IEC Álcool p/ Gestão Rede;288
CSATCIMOBR;AT: CS Corporate Imobilizado Rede;672
CSCGREGSAM;CS Corporate Grelhas p/ Gestão Srv.Adic.Mono;242
CSCFORMSAR;CS Corporate Formação Srv.Adic.Rede;864
CSSACLOTP5P;SA: CS Corporate Lotes p/ POS 1a5 Postos;84
CSONMDELOGIG21;ON(m): CS Desktop Enterprise Logística p/ Gestão +20 U.A.;0,92
CSATMMTOUUA;AT: CS Manufactor Manager Touch U.A.;26
CSESUPR;CS Enterprise Suporte Rede;6322
CSATEMEDIPR;AT: CS Enterprise Medição p/ Gestão Rede;1680
CSASUPSA;CS Advanced Suporte Srv.Adic.;1160
CSEGREP10P;CS Enterprise Grelhas p/ POS 1a10 Postos;120
CSONDAQUALIUA;ON: CS Desktop Advanced Qualidade U.A.;38
CSDESC5;CS Desktop Enterprise Safe Credit 1a5 U.A.;38
CSATACONSA;AT: CS Advanced Conector Srv.Adic.;380
CSONMWECRM5;ON(m): CS Web Enterprise CRM 1a5 U.A.;6
CSONMEMULTP20P;ON(m): CS Enterprise Multilingua p/ POS 11a20 Postos;2,5
CSATWESUPE;AT: CS Web Enterprise Suporte Extranet;1498
CSONMEDOCBR;ON(m): CS Enterprise Documentos + BPM Rede;79,33
CSSACECOGR;SA: CS Corporate Ecovalor p/ Gestão Rede;207
CSONMWEGAI100;ON(m): CS Web Enterprise GenAI 21a100 U.A.;0,75
CSWCEDIB;CS Web Corporate EDI Broker;27
CSATWCEB2BIUA;AT: CS Web Corporate E-Commerce B2B Intranet U.A.;79
CSATWADOC101;AT: CS Web Advanced Documentos +100 U.A.;15
CSONMWAEQUIUA;ON(m): CS Web Advanced Equipa U.A.;2,42
CSONMCOCUGSAM;ON(m): CS Corporate Ocupação p/ Gestão Srv.Adic.Mono;6,42
CSONMWEEDIB;ON(m): CS Web Enterprise EDI Broker;1,92
CSAMULT;CS Advanced Multilingua;832
CSSADCLETUA;SA: CS Desktop Corporate Letras U.A.;12
CSSAWCGES120;SA: CS Web Corporate Gestão 1a20 U.A.;32
CSONMCFORNR1P;ON(m): CS Corporate Fornecedores p/ Rest. 1º Posto;6
CSONMCEQPMGSAR;ON(m): CS Corporate Equipamento p/ Gestão Srv.Adic.Rede;5,75
CSSADCOCUGUA;SA: CS Desktop Corporate Ocupação p/ Gestão U.A.;12
CSSAAMULTPPA;SA: CS Advanced Multilingua p/ POS Posto;43
CSELOGIGR;CS Enterprise Logística p/ Gestão Rede;2304
CSEDESA;CS Enterprise Documentos Eletrónicos Srv.Adic.;457
NSPCK10PONTSUP;Pack de 10 Pontos de Suporte;117
RENOVARET;Renovação Certificação PHC CS Retalho;35
CSONDELET5;ON: CS Desktop Enterprise Letras 1a5 U.A.;86
CSONEOCUGSA;ON: CS Enterprise Ocupação p/ Gestão Srv.Adic.;207
CSSAWECRM5;SA: CS Web Enterprise CRM 1a5 U.A.;108
CSONWEEDIB;ON: CS Web Enterprise EDI Broker;23
CSSADCCONTPUA;SA: CS Desktop Corporate Controlo p/ Gestão U.A.;14
CSSACFAT3P;SA: CS Corporate Faturação 2a3 Postos;127
CSATAGREGR;AT: CS Advanced Grelhas p/ Gestão Rede;298
CSONARES1P;ON: CS Advanced Restauração 1º Posto;121
CSATCCONTSAM;AT: CS Corporate Contabilidade Srv.Adic.Mono;281
CSONMCGESTEM;ON(m): CS Corporate Gestão Terceiros Mono;28,83
CSSAWCGREE;SA: CS Web Corporate Grelhas Extranet;67
CSONMCFORNP1P;ON(m): CS Corporate Fornecedores p/ POS 1º Posto;6
CSATDEDOCB20;AT: CS Desktop Enterprise Documentos + BPM 6a20 U.A.;89
CSWACOLAB120;CS Web Advanced Colaborador 1a20 U.A.;65
CSSADELET20;SA: CS Desktop Enterprise Letras 6a20 U.A.;63
CSONMCEQPMGSAM;ON(m): CS Corporate Equipamento p/ Gestão Srv.Adic.Mono;4,83
CSELOGIGSA;CS Enterprise Logística p/ Gestão Srv.Adic.;691
CSCPLANPSAR;CS Corporate Planeamento p/ Gestão Srv.Adic.Rede;434
CSSACEDIB;SA: CS Corporate EDI Broker;87
CSSAESERVGR;SA: CS Enterprise Serviços Rede;477
CSATMMMRPR;AT: CS Manufactor Manager MRP Rede;760
CSATAFORMSA;AT: CS Advanced Formação Srv.Adic.;580
CSONASHSTR;ON: CS Advanced SHST Rede;212
CSSAEMULTP20P;SA: CS Enterprise Multilingua p/ POS 11a20 Postos;46
CSATCMEDIPSAR;AT: CS Corporate Medição p/ Gestão Srv.Adic.Rede;456
CSONEMESTSPA;ON: CS Enterprise Multi Estação Serviço Posto Adic.;202
CSATEFORNR21P;AT: CS Enterprise Fornecedores p/ Rest. +20 Postos;207
CSSAWCIMOB120;SA: CS Web Corporate Imobilizado 1a20 U.A.;18
CO 02;Nova Ficha de Rede por Substituição;176
CSSAEEQPMP20P;SA: CS Enterprise Equipamento p/ POS 11a20 Postos;46
CSSAASCR;SA: CS Advanced Safe Credit Rede;121
CSONMDAECOGUA;ON(m): CS Desktop Advanced Ecovalor p/ Gestão U.A.;0,75
CSCDE;CS Corporate Documentos Eletrónicos;398
CSONMCTERMR;ON(m): CS Corporate Terminais p/ Rest.;1,67
CSSAESCR;SA: CS Enterprise Safe Credit Rede;201
CSSADEEQPMG21;SA: CS Desktop Enterprise Equipamento p/ Gestão +20 U.A.;10
CSAOKRR;CS Advanced OKR Rede;1739
CSONMWAVENCUA;ON(m): CS Web Advanced Vencimentos U.A.;4,17
CSATDCGESUA;AT: CS Desktop Corporate Gestão U.A.;59
CSSADCPROJUA;SA: CS Desktop Corporate Projeto p/ Gestão U.A.;77
CSONARGPDRPA;ON: CS Advanced RGPD p/ Restauração Posto;45
CSONMERGPDPPA;ON(m): CS Enterprise RGPD p/ POS Posto;5,08
CSONMMLOTR;ON: CS Manufactor Manager Lotes Rede;134
CSWEGAI401;CS Web Enterprise GenAI +400 U.A.;5
CSATMMGREPUA;AT: CS Manufactor Manager Grelhas U.A.;42
CSATADE;AT: CS Advanced Documentos Eletrónicos;360
CSONMCIMOVSAR;ON(m): CS Corporate Imóveis Srv.Adic.Rede;9,58
CSCGAIR;CS Corporate GenAI Rede;402
CSATAIECAGR;AT: CS Advanced IEC Álcool p/ Gestão Rede;298
CSSAWAEQUIE;SA: CS Web Advanced Equipa Extranet;502
CSSAWAEB2BIUA;SA: CS Web Advanced E-Commerce B2B Intranet U.A.;99
CSSAESINC20P;SA: CS Enterprise Sincro 11a20 Postos;84
CSONMETOUUA;ON: CS Manufactor Executive Touch U.A.;38
CSWEFORM21;CS Web Enterprise Formação +20 U.A.;106
CSSAWEOKR400;SA: CS Web Enterprise OKR 101a400 U.A.;9
CSWEGEB2C;CS Web Enterprise Grelhas p/ E-Commerce B2C;514
CSONMCGREGM;ON(m): CS Corporate Grelhas p/ Gestão Mono;9,67
CSCOCUGSAR;CS Corporate Ocupação p/ Gestão Srv.Adic.Rede;384
CSONMMGREPUA;ON: CS Manufactor Manager Grelhas U.A.;20
CSCPGLOWUA;CS Web Corporate Global Web U.A.;233
CSATDAPROJUA;AT: CS Desktop Advanced Projeto p/ Gestão U.A.;212
CSSACSINC5P;SA: CS Corporate Sincro 1a5 Postos;57
CSSADESHST5;SA: CS Desktop Enterprise SHST 1a5 U.A.;76
CSONCSUPSTR;ON: CS Corporate Suporte + Stocks Rede;378
CSATAINT;AT: CS Advanced Intrastat;760
CSATWEEQUI5;AT: CS Web Enterprise Equipa 1a5 U.A.;150
CSACONSSA;CS Advanced Consolidação Srv.Adic.;3200
CSDEFROT5;CS Desktop Enterprise Frota 1a5 U.A.;401
CSWEDEEXT;CS Web Enterprise Documentos Eletrónicos Extranet;746
CSATDEIMOB20;AT: CS Desktop Enterprise Imobilizado 6a20 U.A.;142
CSONMAEQUIR;ON(m): CS Advanced Equipa Rede;46,42
CSSAWEGAI5;SA: CS Web Enterprise GenAI 1a5 U.A.;26
CSONMDADOCBUA;ON(m): CS Desktop Advanced Documentos + BPM U.A.;3,25
CSSACRES1P;SA: CS Corporate Restauração 1º Posto;109
CSONMDECONTP20;ON(m): CS Desktop Enterprise Controlo p/ Gestão 6a20 U.A.;1,17
CSONMWCEB2B;ON(m): CS Web Corporate E-Commerce B2B;20
CSSAEOBRGR;SA: CS Enterprise Obras p/ Gestão Rede;477
CSATCSERVGM;AT: CS Corporate Serviços Mono;242
CSSAEMULT;SA: CS Enterprise Multilingua;453
CSATCFORMM;AT: CS Corporate Formação Mono;721
CSDCSERVGUA;CS Desktop Corporate Serviços U.A.;27
CSATWEGREE;AT: CS Web Enterprise Grelhas Extranet;257
CSONMEEQUIR;ON(m): CS Enterprise Equipa Rede;89,58
CSONWEGES21;ON: CS Web Enterprise Gestão +20 U.A.;71
CSSADACARUA;SA: CS Desktop Advanced Careers U.A.;58
CSCMULTP5P;CS Corporate Multilingua p/ POS 1a5 Postos;84
CSATWCLOTG120;AT: CS Web Corporate Lotes p/ Gestão 1a20 U.A.;14
NSFTCAR;Ficha de Técnico Certificado Anual-Renovação;44
CSEEQPMGSA;CS Enterprise Equipamento p/ Gestão Srv.Adic.;398
CSONMMMRPUA;ON: CS Manufactor Manager MRP U.A.;36
CSATEPOS20P;AT: CS Enterprise POS 11a20 Postos;388
CSATCEQPMGM;AT: CS Corporate Equipamento p/ Gestão Mono;242
CSCEQUIR;CS Corporate Equipa Rede;1152
CSDEGREG5;CS Desktop Enterprise Grelhas p/ Gestão 1a5 U.A.;122
CSONESHSTSA;ON: CS Enterprise SHST Srv.Adic.;166
NSASQALT;Serviço de Alteração de Assinaturas Qualificadas;30
CSONCOCUGM;ON: CS Corporate Ocupação p/ Gestão Mono;153
CSATWACOLAB120;AT: CS Web Advanced Colaborador 1a20 U.A.;33
CSAPLANPSA;CS Advanced Planeamento p/ Gestão Srv.Adic.;561
ENTFEPAR;Ficha Enterprise Partner Anual-Renovação;44
CSONDADOCBUA;ON: CS Desktop Advanced Documentos + BPM U.A.;39
CSONECONSR;ON: CS Enterprise Consolidação Rede;1497
CSONMDEQUADB20;ON(m): CS Desktop Enterprise Qualidade+Documentos+BPM 6a20 U;5,75
CSONWEDOC20;ON: CS Web Enterprise Documentos 6a20 U.A.;31
CSAGAISA;CS Advanced GenAI Srv.Adic.;280
CSONADOCBR;ON: CS Advanced Documentos + BPM Rede;557
TOGCORBPARTNERUA;Together Corporate Partner - Utilizador Adicional;30
CSSADESERVG21;SA: CS Desktop Enterprise Serviços +20 U.A.;10
CSONETERMP;ON: CS Enterprise Terminais Portáteis;768
CSONCFORNP5P;ON: CS Corporate Fornecedores p/ POS 2a5 Postos;89
CSCPGGLOSAM;CS Corporate Gabinetes Global Srv.Adic.Mono;1440
CSSACPGSM;SA: CS Corporate Gestão Completo + Suporte Mono;948
CSAGREGR;CS Advanced Grelhas p/ Gestão Rede;596
CSONCCLIR;ON: CS Corporate Clínica Rede;322
CSONMDEQUALI21;ON(m): CS Desktop Enterprise Qualidade +20 U.A.;2,08
CSARGPDRPA;CS Advanced RGPD p/ Restauração Posto;189
CSONMCPLANPR;ON(m): CS Corporate Planeamento p/ Gestão Rede;17,33
CSSAWEIMOB20;SA: CS Web Enterprise Imobilizado 6a20 U.A.;70
CSONDCECOGUA;ON: CS Desktop Corporate Ecovalor p/ Gestão U.A.;7
CSONWEEQPMG20;ON: CS Web Enterprise Equipamento p/ Gestão 6a20 U.A.;10
CSWEGAI400;CS Web Enterprise GenAI 101a400 U.A.;9
CSONDCGAIUA;ON: CS Desktop Corporate GenAI U.A.;7
CSONAFORMR;ON: CS Advanced Formação Rede;557
CSONDCCONTUA;ON: CS Desktop Corporate Contabilidade U.A.;18
CSWEDEINT;CS Web Enterprise Documentos Eletrónicos Intranet;163
CSATEGREP20P;AT: CS Enterprise Grelhas p/ POS 11a20 Postos;50
CSATCPLANPSAR;AT: CS Corporate Planeamento p/ Gestão Srv.Adic.Rede;217
CSATDALETUA;AT: CS Desktop Advanced Letras U.A.;80
CSONDECONT20;ON: CS Desktop Enterprise Contabilidade 6a20 U.A.;68
CSSAWECOLAB5;SA: CS Web Enterprise Colaborador 1a5 U.A.;45
CSMEMOLUA;CS Manufactor Executive Moldes U.A.;158
CSONMCGREP5P;ON(m): CS Corporate Grelhas p/ POS 1a5 Postos;1,5
CSONMACRMSA;ON(m): CS Advanced CRM Srv.Adic.;23,17
CSSADCECOGUA;SA: CS Desktop Corporate Ecovalor p/ Gestão U.A.;10
CSCGAISAR;CS Corporate GenAI Srv.Adic.Rede;201
CSATDEVENC5;AT: CS Desktop Enterprise Vencimentos 1a5 U.A.;285
CSONMCXLPA;ON(m): CS Corporate XL Posto Adic.;1,92
CSONCGAISAR;ON: CS Corporate GenAI Srv.Adic.Rede;48
CSATECARSA;AT: CS Enterprise Careers Srv.Adic.;351
CSONEORCAPSA;ON: CS Enterprise Orçamento p/ Gestão Srv.Adic.;242
CSSACTERMR;SA: CS Corporate Terminais p/ Rest.;30
CSATDEORCAP21;AT: CS Desktop Enterprise Orçamento p/ Gestão +20 U.A.;41
CSATWAGESUA;AT: CS Web Advanced Gestão U.A.;105
CSATDAOBRGUA;AT: CS Desktop Advanced Obras p/ Gestão U.A.;67
CSATCSINC5P;AT: CS Corporate Sincro 1a5 Postos;79
