ref;design;Preco_Euros
CSSADEPLANP21;SA: CS Desktop Enterprise Planeamento p/ Gestão +20 U.A.;9
CSESCSA;CS Enterprise Safe Credit Srv.Adic.;160
CSONMDCOBRGUA;ON(m): CS Desktop Corporate Obras p/ Gestão U.A.;0,5
CSONWACAR120;ON: CS Web Advanced Careers 1a20 U.A.;12
CSSADESERVG20;SA: CS Desktop Enterprise Serviços 6a20 U.A.;17
CSSADEREVIP20;SA: CS Desktop Enterprise Revisão de Preços 6a20 U.A.;43
CSSACIMOBR;SA: CS Corporate Imobilizado Rede;422
CSONMMGREPUA;ON: CS Manufactor Manager Grelhas U.A.;15
CSSAEOBRGR;SA: CS Enterprise Obras p/ Gestão Rede;417
CSMEPLATSA;CS Manufactor Executive Platform Srv.Adic.;4509
CSWEDOC100;CS Web Enterprise Documentos 21a100 U.A.;67
CSATCFROTSAR;AT: CS Corporate Frota Srv.Adic.Rede;275
CSWESUP21;CS Web Enterprise Suporte +20 U.A.;101
CSONEDENSA;ON: CS Enterprise Denúncias Srv.Adic.;80
CSATWADOC120;AT: CS Web Advanced Documentos 1a20 U.A.;57
CSCREVIPR;CS Corporate Revisão de Preços Rede;1737
CSATESUPR;AT: CS Enterprise Suporte Rede;3009
CSONACON;ON: CS Advanced Conector;268
CSONDEPLANP5;ON: CS Desktop Enterprise Planeamento p/ Gestão 1a5 U.A.;23
CSONCSUPSTSAR;ON: CS Corporate Suporte + Stocks Srv.Adic.Rede;139
CSMMPLATI;CS Manufactor Manager Platform Intranet;101
CSSADEGREG21;SA: CS Desktop Enterprise Grelhas p/ Gestão +20 U.A.;9
CSONMWEFORM21;ON(m): CS Web Enterprise Formação +20 U.A.;1,58
CSONESHSTR;ON: CS Enterprise SHST Rede;406
CSASUPR;CS Advanced Suporte Rede;2208
CSATECONSR;AT: CS Enterprise Consolidação Rede;2969
CSMEPLATIUA;CS Manufactor Executive Platform Intranet U.A.;16
CSSAEDOCBR;SA: CS Enterprise Documentos + BPM Rede;1246
CSSACPROJR;SA: CS Corporate Projeto p/ Gestão Rede;1326
CSCIECAGSAR;CS Corporate IEC Álcool p/ Gestão Srv.Adic.Rede;274
CSSAESMS;SA: CS Enterprise SMS;152
CSONWCGES120;ON: CS Web Corporate Gestão 1a20 U.A.;16
CSONWEEB2BIUA;ON: CS Web Enterprise E-Commerce B2B Intranet U.A.;70
CSSADESUP20;SA: CS Desktop Enterprise Suporte 6a20 U.A.;90
CSSAEEQPMGR;SA: CS Enterprise Equipamento p/ Gestão Rede;417
CSONMAFORNPPA;ON(m): CS Advanced Fornecedores p/ POS Posto;7,75
CSATMEPLATUA;AT: CS Manufactor Executive Platform U.A.;451
CSATAINTSA;AT: CS Advanced Intrastat Srv.Adic.;362
CSONMERGPDRPA;ON(m): CS Enterprise RGPD p/ Restauração Posto;3,67
CSSAEINT;SA: CS Enterprise Intrastat;1005
CSATDCCRMUA;AT: CS Desktop Corporate CRM U.A.;26
CSONMDCDOCUA;ON(m): CS Desktop Corporate Documentos U.A.;0,67
CSSADEEQUI21;SA: CS Desktop Enterprise Equipa +20 U.A.;33
CSATARGPDRPA;AT: CS Advanced RGPD p/ Restauração Posto;90
CSONEIECAGR;ON: CS Enterprise IEC Álcool p/ Gestão Rede;234
CSDEEQUI5;CS Desktop Enterprise Equipa 1a5 U.A.;389
CSSADESHST20;SA: CS Desktop Enterprise SHST 6a20 U.A.;33
CSWADOC100;CS Web Advanced Documentos 21a100 U.A.;56
CSDEQUADB21;CS Desktop Enterprise Qualidade+Documentos+BPM +20 U.A.;137
CSONMCGAISAR;ON(m): CS Corporate GenAI Srv.Adic.Rede;3
CSSAWCFORME;SA: CS Web Corporate Formação Extranet;314
CSONCORCAPSAR;ON: CS Corporate Orçamento p/ Gestão Srv.Adic.Rede;161
CSATASUPSTSA;AT: CS Advanced Suporte + Stocks Srv.Adic.;743
CSONERGPDSA;ON: CS Enterprise RGPD Srv.Adic.;80
CSATDEQUADB5;AT: CS Desktop Enterprise Qualidade+Documentos+BPM 1a5 U.A.;278
CSONMCRGPDSA;ON(m): CS Corporate RGPD Srv.Adic.;2,92
CSONMDEFROT20;ON(m): CS Desktop Enterprise Frota 6a20 U.A.;3
CSCGESSAR;CS Corporate Gestão Srv.Adic.Rede;1097
CSATACONSSA;AT: CS Advanced Consolidação Srv.Adic.;1523
CSONMDEREVIP5;ON(m): CS Desktop Enterprise Revisão de Preços 1a5 U.A.;4
CSONMWEGEB2C;ON(m): CS Web Enterprise Grelhas p/ E-Commerce B2C;7,5
CSDEIMOB5;CS Desktop Enterprise Imobilizado 1a5 U.A.;541
CSAESTS;CS Advanced Estações de Serviço;914
CSATDAREVIPUA;AT: CS Desktop Advanced Revisão de Preços U.A.;76
CSWAGAI100;CS Web Advanced GenAI 21a100 U.A.;17
CSAMEDIPSA;CS Advanced Medição p/ Gestão Srv.Adic.;1104
CSATAFORNPPA;AT: CS Advanced Fornecedores p/ POS Posto;252
CSSAWEECOE;SA: CS Web Enterprise Ecovalor Extranet;161
CSWCECOE;CS Web Corporate Ecovalor Extranet;178
CSATWCFORME;AT: CS Web Corporate Formação Extranet;475
CSONCOBRGSAR;ON: CS Corporate Obras p/ Gestão Srv.Adic.Rede;68
CSATCCONTSAR;AT: CS Corporate Contabilidade Srv.Adic.Rede;320
CSONDACRMUA;ON: CS Desktop Advanced CRM U.A.;28
CSDACLIUA;CS Desktop Advanced Clínica U.A.;151
CSATECONTSA;AT: CS Enterprise Contabilidade Srv.Adic.;891
CSSACINT;SA: CS Corporate Intrastat;251
CSSAEMULTR20P;SA: CS Enterprise Multilingua p/ Restauração 11a20 Postos;40
CSONMEVENCR;ON(m): CS Enterprise Vencimentos Rede;91,58
CSONELOGIGSA;ON: CS Enterprise Logística p/ Gestão Srv.Adic.;122
CSONCDOCR;ON: CS Corporate Documentos Rede;169
CSONMCCRMSAM;ON(m): CS Corporate CRM Srv.Adic.Mono;7,08
CSONMMMPLATI;ON(m): CS Manufactor Manager Platform Intranet;1,58
CSSAAVENCR;SA: CS Advanced Vencimentos Rede;980
CSAGREGSA;CS Advanced Grelhas p/ Gestão Srv.Adic.;284
CSONWCVENC120;ON: CS Web Corporate Vencimentos 1a20 U.A.;9
CSONCIMOVR;ON: CS Corporate Imóveis Rede;169
CSATWACOLAB120;AT: CS Web Advanced Colaborador 1a20 U.A.;31
CSONWCDEINT;ON: CS Web Corporate Documentos Eletrónicos Intranet;5
CSONMWAOKR101;ON(m): CS Web Advanced OKR +100 U.A.;0,17
CSWCGES120;CS Web Corporate Gestão 1a20 U.A.;84
CSCEQPMGSAR;CS Corporate Equipamento p/ Gestão Srv.Adic.Rede;274
CSONMCPROJSAR;ON(m): CS Corporate Projeto p/ Gestão Srv.Adic.Rede;31
CSDCPGCRMUA;CS Desktop Corporate Gestão Completo + CRM Comercial U.A.;137
CSAMEDIPR;CS Advanced Medição p/ Gestão Rede;2208
CSONCCONTPM;ON: CS Corporate Controlo p/ Gestão Mono;127
CSSAEFROTR;SA: CS Enterprise Frota Rede;1407
CSONMEIECAGSA;ON(m): CS Enterprise IEC Álcool p/ Gestão Srv.Adic.;5,83
CSADESA;CS Advanced Documentos Eletrónicos Srv.Adic.;343
CSONMERES21P;ON(m): CS Enterprise Restauração +20 Postos;9,5
CSACLISA;CS Advanced Clínica Srv.Adic.;1104
CSSAWESUP5;SA: CS Web Enterprise Suporte 1a5 U.A.;133
CSSACGAIR;SA: CS Corporate GenAI rede;126
CSONMDEECOG20;ON(m): CS Desktop Enterprise Ecovalor p/ Gestão 6a20 U.A.;0,83
CSDEEQPMG5;CS Desktop Enterprise Equipamento p/ Gestão 1a5 U.A.;114
CSONWEDOC5;ON: CS Web Enterprise Documentos 1a5 U.A.;47
CSONCFROTR;ON: CS Corporate Frota Rede;203
CSCIECAGSAM;CS Corporate IEC Álcool p/ Gestão Srv.Adic.Mono;230
CSONMWCGES120;ON(m): CS Web Corporate Gestão 1a20 U.A.;1,33
CSONWACRMUA;ON: CS Web Advanced CRM U.A.;21
CSSAWEOKR401;SA: CS Web Enterprise OKR +400 U.A.;4
CSATEPROJR;AT: CS Enterprise Projeto p/ Gestão Rede;3731
CSATDECONS20;AT: CS Desktop Enterprise Consolidação 6a20 U.A.;132
CSSACSMS;SA: CS Corporate SMS;100
CSATERMPSA;CS Advanced Terminais Portáteis Srv.Adic.;723
CSSAASCR;SA: CS Advanced Safe Credit Rede;106
CSCIMOVM;CS Corporate Imóveis Mono;760
CSATCGESCLR;AT: CS Corporate Gestão Clientes Rede;239
CSSAACARR;SA: CS Advanced Careers Rede;368
CSATDASHSTUA;AT: CS Desktop Advanced SHST U.A.;27
CSESHSTSA;CS Enterprise SHST Srv.Adic.;658
CSSADAEQUIUA;SA: CS Desktop Advanced Equipa U.A.;50
CSONMMMGREPUA;ON(m): CS Manufactor Manager Grelhas U.A.;1,25
CSATEIMOVSA;AT: CS Enterprise Imóveis Srv.Adic.;1097
CSATEEQPMP21P;AT: CS Enterprise Equipamento p/ POS +20 Postos;50
CSSADCDOCUA;SA: CS Desktop Corporate Documentos U.A.;14
CSECLIR;CS Enterprise Clínica Rede;4264
CSCLOTGR;CS Corporate Lotes p/ Gestão Rede;731
CSONAPLANPR;ON: CS Advanced Planeamento p/ Gestão Rede;198
CSONMCCLISAR;ON(m): CS Corporate Clínica Srv.Adic.Rede;9,83
CSONDEPLANP20;ON: CS Desktop Enterprise Planeamento p/ Gestão 6a20 U.A.;10
CSESCR;CS Enterprise Safe Credit Rede;533
CSATEINT;AT: CS Enterprise Intrastat;1523
CSONCSUPSAM;ON: CS Corporate Suporte Srv.Adic.Mono;99
CSEGREGSA;CS Enterprise Grelhas p/ Gestão Srv.Adic.;379
CSONCCONTR;ON: CS Corporate Contabilidade Rede;237
CSSAWECOLAB401;SA: CS Web Enterprise Colaborador +400 U.A.;3
CSARGPD;CS Advanced RGPD;686
CSCCONTPSAR;CS Corporate Controlo p/ Gestão Srv.Adic.Rede;413
CSONCCON;ON: CS Corporate Conector;211
CSWACAR120;CS Web Advanced Careers 1a20 U.A.;63
CSDECONS20;CS Desktop Enterprise Consolidação 6a20 U.A.;264
CSONMCGESM;ON(m): CS Corporate Gestão Mono;28,17
CSONDEOBRG21;ON: CS Desktop Enterprise Obras p/ Gestão +20 U.A.;5
CSATMMGREPUA;AT: CS Manufactor Manager Grelhas U.A.;40
CSONMAMULTPPA;ON(m): CS Advanced Multilingua p/ POS Posto;1,75
CSCGESTESAR;CS Corporate Gestão Terceiros Srv.Adic.Rede;823
CSCPGSSAM;CS Corporate Gestão Completo + Suporte Srv.Adic.Mono;1256
CSDAPROJUA;CS Desktop Advanced Projeto p/ Gestão U.A.;403
CSATASUPSA;AT: CS Advanced Suporte Srv.Adic.;552
CSONAGREPPA;ON: CS Advanced Grelhas p/ POS Posto;17
CSONMAMEDIPR;ON(m): CS Advanced Medição p/ Gestão Rede;34
CSSAWECAR401;SA: CS Web Enterprise Careers +400 U.A.;3
CSSADELOGIG5;SA: CS Desktop Enterprise Logística p/ Gestão 1a5 U.A.;66
CSATWEIMOB21;AT: CS Web Enterprise Imobilizado +20 U.A.;47
CSONALOTGR;ON: CS Advanced Lotes p/ Gestão Rede;340
CSAPLANPR;CS Advanced Planeamento p/ Gestão Rede;1068
CSONMCGESTER;ON(m): CS Corporate Gestão Terceiros Rede;25,33
CSATWEDOC400;AT: CS Web Enterprise Documentos 101a400 U.A.;10
CSATACRMSA;AT: CS Advanced CRM Srv.Adic.;552
CSSADCEQPMGUA;SA: CS Desktop Corporate Equipamento p/ Gestão U.A.;9
CSSADCOCUGUA;SA: CS Desktop Corporate Ocupação p/ Gestão U.A.;11
CSATDCSUPSTUA;AT: CS Desktop Corporate Suporte + Stocks U.A.;40
CSDCOBRGUA;CS Desktop Corporate Obras p/ Gestão U.A.;33
CSONWARECRU120;ON: CS Web Advanced Recrutamento 1a20 U.A.;27
CSONMACARR;ON(m): CS Advanced Careers Rede;17,17
CSATDAPROJUA;AT: CS Desktop Advanced Projeto p/ Gestão U.A.;202
CSONMCGREGM;ON(m): CS Corporate Grelhas p/ Gestão Mono;7,08
CSSAEFORNR10P;SA: CS Enterprise Fornecedores p/ Rest. 1a10 Postos;211
CSATWCGES120;AT: CS Web Corporate Gestão 1a20 U.A.;42
CSONAEQPMPPA;ON: CS Advanced Equipamento p/ POS Posto;21
SQL22RNSTANDCAL;CAL SQL Server 2022 Runtime STANDARD Edition;246
CSONMWEEQPMG20;ON(m): CS Web Enterprise Equipamento p/ Gestão 6a20 U.A.;0,58
CSATWAEB2BIUA;AT: CS Web Advanced E-Commerce B2B Intranet U.A.;131
CSONMDEIMOV5;ON(m): CS Desktop Enterprise Imóveis 1a5 U.A.;10,17
CSONCEQUISAM;ON: CS Corporate Equipa Srv.Adic.Mono;85
CSONEGAISA;ON: CS Enterprise GenAI Srv.Adic.;53
CSONDEIMOV20;ON: CS Desktop Enterprise Imóveis 6a20 U.A.;61
CSATEECOP20P;AT: CS Enterprise Ecovalor p/ POS 11a20 Postos;47
CSCGAIM;CS Corporate GenAI Mono;320
CSSADEQUALI5;SA: CS Desktop Enterprise Qualidade 1a5 U.A.;126
CSEXLPA;CS Enterprise XL Posto Adic.;158
CSONMAIMOVR;ON(m): CS Advanced Imóveis Rede;34
CSSADAIECAGUA;SA: CS Desktop Advanced IEC Álcool p/ Gestão U.A.;12
CSONDAVENCUA;ON: CS Desktop Advanced Vencimentos U.A.;39
CSETERMR21P;CS Enterprise Terminais p/ Rest. +20 Postos;99
CSSADECLI5;SA: CS Desktop Enterprise Clínica 1a5 U.A.;126
CSONEPOS10P;ON: CS Enterprise POS 1a10 Postos;177
CSATWCSUP120;AT: CS Web Corporate Suporte 1a20 U.A.;25
CSSACFORMR;SA: CS Corporate Formação Rede;543
CSSAAPLANPR;SA: CS Advanced Planeamento p/ Gestão Rede;352
CSONDAQUALIUA;ON: CS Desktop Advanced Qualidade U.A.;28
CSSAEECOP20P;SA: CS Enterprise Ecovalor p/ POS 11a20 Postos;31
CSONMDAGAI101;ON(m): CS Desktop Advanced GenAI +100 U.A.;0,08
CSONECRMR;ON: CS Enterprise CRM Rede;789
CSSAWCDEEXT;SA: CS Web Corporate Documentos Eletrónicos Extranet;79
CSATWAEQUIUA;AT: CS Web Advanced Equipa U.A.;57
CSDELET21;CS Desktop Enterprise Letras +20 U.A.;87
CSDEIMOV5;CS Desktop Enterprise Imóveis 1a5 U.A.;657
CSSAWCEB2BIUA;SA: CS Web Corporate E-Commerce B2B Intranet U.A.;50
CSONMCLETR;ON(m): CS Corporate Letras Rede;11,25
CSSADEQUALI21;SA: CS Desktop Enterprise Qualidade +20 U.A.;32
CSSADCGREGUA;SA: CS Desktop Corporate Grelhas p/ Gestão U.A.;9
CSONMCGESSAR;ON(m): CS Corporate Gestão Srv.Adic.Rede;16,92
CSDESERVG21;CS Desktop Enterprise Serviços +20 U.A.;27
CSONMCGESTESAM;ON(m): CS Corporate Gestão Terceiros Srv.Adic.Mono;10,58
CSATESINC20P;AT: CS Enterprise Sincro 11a20 Postos;111
CSONEGREGR;ON: CS Enterprise Grelhas p/ Gestão Rede;234
CSCCRMSAM;CS Corporate CRM Srv.Adic.Mono;457
CSWACONTUA;CS Web Advanced Contabilidade U.A.;154
CSATEGREGSA;AT: CS Enterprise Grelhas p/ Gestão Srv.Adic.;190
CSEGREP20P;CS Enterprise Grelhas p/ POS 11a20 Postos;94
CSDEGES5;CS Desktop Enterprise Gestão 1a5 U.A.;1545
CSONMDESUPST21;ON(m): CS Desktop Enterprise Suporte + Stocks +20 U.A.;2,58
CSAMULTRPA;CS Advanced Multilingua p/ Restauração Posto;114
CSONMELOTUA;ON: CS Manufactor Executive Lotes U.A.;28
CSONMDESHST21;ON(m): CS Desktop Enterprise SHST +20 U.A.;0,67
CSSADCCONTUA;SA: CS Desktop Corporate Contabilidade U.A.;23
CSONMWEGREG21;ON(m): CS Web Enterprise Grelhas p/ Gestão +20 U.A.;0,33
CSASINCPA;CS Advanced Sincro Posto;216
CSONMAOBRGR;ON(m): CS Advanced Obras p/ Gestão Rede;28,33
CSONDCPLANPUA;ON: CS Desktop Corporate Planeamento p/ Gestão U.A.;7
CSSADECRM20;SA: CS Desktop Enterprise CRM 6a20 U.A.;66
CSONMCFROTSAM;ON(m): CS Corporate Frota Srv.Adic.Mono;7,08
CSSAWERGPD;SA: CS Web Enterprise RGPD;51
CSATDECONTP21;AT: CS Desktop Enterprise Controlo p/ Gestão +20 U.A.;14
CSONEMESTS1P;ON: CS Enterprise Multi Estação Serviço 1º Posto;113
CSSAERGPDPPA;SA: CS Enterprise RGPD p/ POS Posto;79
CSATEEQPMP10P;AT: CS Enterprise Equipamento p/ POS 1a10 Postos;75
CSSADCIMOBUA;SA: CS Desktop Corporate Imobilizado U.A.;23
CSAMULT;CS Advanced Multilingua;792
CSSAALOGIGR;SA: CS Advanced Logística p/ Gestão Rede;623
CSSADCVENCUA;SA: CS Desktop Corporate Vencimentos U.A.;23
CSONDAGAI101;ON: CS Desktop Advanced GenAI +100 U.A.;1
CSONMACONSA;ON(m): CS Advanced Conector Srv.Adic.;11,17
CSONMWCDOC120;ON(m): CS Web Corporate Documentos 1a20 U.A.;0,5
CSONMWAEQUIUA;ON(m): CS Web Advanced Equipa U.A.;1,75
CSWCGAI120;CS Web Corporate GenAI 1a20 U.A.;22
CSONWEECOG20;ON: CS Web Enterprise Ecovalor p/ Gestão 6a20 U.A.;7
CSONAEQPMGR;ON: CS Advanced Equipamento p/ Gestão Rede;105
CSONWEDOC401;ON: CS Web Enterprise Documentos +400 U.A.;2
CSONCFROTSAM;ON: CS Corporate Frota Srv.Adic.Mono;85
CSATDCGESCLUA;AT: CS Desktop Corporate Gestão Clientes U.A.;13
CSELOGIGR;CS Enterprise Logística p/ Gestão Rede;2193
CSCVENCSAM;CS Corporate Vencimentos Srv.Adic.Mono;549
CSONWADOC100;ON: CS Web Advanced Documentos 21a100 U.A.;10
CSACONSR;CS Advanced Consolidação Rede;6092
CSATWADEEXT;AT: CS Web Advanced Documentos Eletrónicos Extranet;215
CSONMEGESR;ON(m): CS Enterprise Gestão Rede;112,67
CSATMMLOTR;AT: CS Manufactor Manager Lotes Rede;266
CSCEQUISAR;CS Corporate Equipa Srv.Adic.Rede;549
CSWEGREE;CS Web Enterprise Grelhas Extranet;489
CSONMCGAIR;ON(m): CS Corporate GenAI rede;5,92
CSATWCIMOB120;AT: CS Web Corporate Imobilizado 1a20 U.A.;24
CSCOBRGSAM;CS Corporate Obras p/ Gestão Srv.Adic.Mono;305
CSSAERGPD;SA: CS Enterprise RGPD;477
CSACARR;CS Advanced Careers Rede;1114
CSEMULTR10P;CS Enterprise Multilingua p/ Restauração 1a10 Postos;150
CSSADCPGCRMUA;SA: CS Desktop Corporate Gestão Completo + CRM Comercial U.A;45
CSSADEOCUG20;SA: CS Desktop Enterprise Ocupação p/ Gestão 6a20 U.A.;41
CSONMCSUPSAM;ON(m): CS Corporate Suporte Srv.Adic.Mono;8,25
CSCVENCSAR;CS Corporate Vencimentos Srv.Adic.Rede;658
CSONECONTPSA;ON: CS Enterprise Controlo p/ Gestão Srv.Adic.;329
CSEGREP10P;CS Enterprise Grelhas p/ POS 1a10 Postos;114
CSONWERGPD;ON: CS Web Enterprise RGPD;29
CSATWADEINT;AT: CS Web Advanced Documentos Eletrónicos Intranet;22
CSONMDEGAI20;ON(m): CS Desktop Enterprise GenAI 6a20 U.A.;1,08
CSSADEORCAP5;SA: CS Desktop Enterprise Orçamento p/ Gestão 1a5 U.A.;94
CSWCECOG120;CS Web Corporate Ecovalor p/ Gestão 1a20 U.A.;19
CSDELET20;CS Desktop Enterprise Letras 6a20 U.A.;165
CSATMMGREPR;AT: CS Manufactor Manager Grelhas Rede;380
CSSACPGGLOR;SA: CS Corporate Gabinetes Global Rede;1086
CSONMWCEB2B;ON(m): CS Web Corporate E-Commerce B2B;14,67
CSONMEMRPUA;ON: CS Manufactor Executive MRP U.A.;85
CSONMWAOKR120;ON(m): CS Web Advanced OKR 1a20 U.A.;1,33
CSATDEMEDIP20;AT: CS Desktop Enterprise Medição p/ Gestão 6a20 U.A.;71
CSATWEEB2C;AT: CS Web Enterprise E-Commerce B2C;2146
CSATDAOBRGUA;AT: CS Desktop Advanced Obras p/ Gestão U.A.;64
CSONMDEGES21;ON(m): CS Desktop Enterprise Gestão +20 U.A.;5,92
CSATAMEDIPSA;AT: CS Advanced Medição p/ Gestão Srv.Adic.;552
CSONEOKRR;ON: CS Enterprise OKR Rede;592
CSONMCOBRGSAR;ON(m): CS Corporate Obras p/ Gestão Srv.Adic.Rede;5,67
CSDALETUA;CS Desktop Advanced Letras U.A.;151
CSSAMEPLATIUA;SA: CS Manufactor Executive Platform Intranet U.A.;5
CSATCFORMM;AT: CS Corporate Formação Mono;686
CSONMCCONTPR;ON(m): CS Corporate Controlo p/ Gestão Rede;12,75
CSDEGAI400;CS Desktop Enterprise GenAI 101a400 U.A.;12
CSONMDACLIUA;ON(m): CS Desktop Advanced Clínica U.A.;2,33
CSONMEGREP21P;ON(m): CS Enterprise Grelhas p/ POS +20 Postos;1,17
CSONMWECRM5;ON(m): CS Web Enterprise CRM 1a5 U.A.;4,42
CSDEPROJ21;CS Desktop Enterprise Projeto p/ Gestão +20 U.A.;164
CSONMDEOBRG20;ON(m): CS Desktop Enterprise Obras p/ Gestão 6a20 U.A.;0,83
CSONMEEQUIR;ON(m): CS Enterprise Equipa Rede;65,75
CSONWADOC101;ON: CS Web Advanced Documentos +100 U.A.;5
CSDCFROTUA;CS Desktop Corporate Frota U.A.;50
CSONCCRMSAR;ON: CS Corporate CRM Srv.Adic.Rede;102
CSONAXL1P;ON: CS Advanced XL 1º Posto;114
CSATCEQUIR;AT: CS Corporate Equipa Rede;549
CSATADESA;AT: CS Advanced Documentos Eletrónicos Srv.Adic.;172
CSATEMULTR10P;AT: CS Enterprise Multilingua p/ Restauração 1a10 Postos;75
CSONMWCDOCE;ON(m): CS Web Corporate Documentos Extranet;7,33
CSONACONSR;ON: CS Advanced Consolidação Rede;1127
CSATCFORMSAM;AT: CS Corporate Formação Srv.Adic.Mono;343
CSWACAR101;CS Web Advanced Careers +100 U.A.;9
CSONMWCRGPD;ON(m): CS Web Corporate RGPD;0,42
CSDESC20;CS Desktop Enterprise Safe Credit 6a20 U.A.;28
CSSAAPOSPA;SA: CS Advanced POS Posto Adic.;198
CSCPGLOSAM;CS Corporate Global Srv.Adic.Mono;1996
CSSADEIMOB5;SA: CS Desktop Enterprise Imobilizado 1a5 U.A.;179
CSCFORNP1P;CS Corporate Fornecedores p/ POS 1º Posto;299
CSSAWADOCE;SA: CS Web Advanced Documentos Extranet;345
CSWECOLAB5;CS Web Enterprise Colaborador 1a5 U.A.;118
CSONEFORMR;ON: CS Enterprise Formação Rede;1113
CSONMWEOKR100;ON(m): CS Web Enterprise OKR 21a100 U.A.;1,42
CSONMCSUPSTSAR;ON(m): CS Corporate Suporte + Stocks Srv.Adic.Rede;11,58
CSATEESTS;AT: CS Enterprise Estações de Serviço;609
CSSACSERVGM;SA: CS Corporate Serviços Mono;152
CSONMCORCAPSAR;ON(m): CS Corporate Orçamento p/ Gestão Srv.Adic.Rede;13,42
CSSAAGESR;SA: CS Advanced Gestão Rede;1246
CSONECONTSA;ON: CS Enterprise Contabilidade Srv.Adic.;329
CSATDCLETUA;AT: CS Desktop Corporate Letras U.A.;17
CERTIFGES;Certificação PHC CS Gestão;100
CSCECOGSAM;CS Corporate Ecovalor p/ Gestão Srv.Adic.Mono;230
CSATEFORNP20P;AT: CS Enterprise Fornecedores p/ POS 11a20 Postos;256
CSONMCIMOVSAM;ON(m): CS Corporate Imóveis Srv.Adic.Mono;5,83
CSONDACLIUA;ON: CS Desktop Advanced Clínica U.A.;28
CSONCVENCSAR;ON: CS Corporate Vencimentos Srv.Adic.Rede;122
CSATWECONT20;AT: CS Web Enterprise Contabilidade 6a20 U.A.;100
CSONMASINCPA;ON(m): CS Advanced Sincro Posto;3,33
CSONMDEFORM5;ON(m): CS Desktop Enterprise Formação 1a5 U.A.;8,42
CSONATERMRPA;ON: CS Advanced Terminais p/ Rest. Posto;21
CSDCDOCUA;CS Desktop Corporate Documentos U.A.;43
CSONDELET20;ON: CS Desktop Enterprise Letras 6a20 U.A.;31
CSATAIMOBSA;AT: CS Advanced Imobilizado Srv.Adic.;743
CSSAWECONT5;SA: CS Web Enterprise Contabilidade 1a5 U.A.;130
CSONMEECOGR;ON(m): CS Enterprise Ecovalor p/ Gestão Rede;19,5
CSONMDEGAI100;ON(m): CS Desktop Enterprise GenAI 21a100 U.A.;0,75
CSONMWCFORM120;ON(m): CS Web Corporate Formação 1a20 U.A.;1
CSDAECOGUA;CS Desktop Advanced Ecovalor p/ Gestão U.A.;37
CSONWESUPE;ON: CS Web Enterprise Suporte Extranet;528
CSONDEREVIP20;ON: CS Desktop Enterprise Revisão de Preços 6a20 U.A.;24
CSONMWEGAI100;ON(m): CS Web Enterprise GenAI 21a100 U.A.;0,5
CSSAEORCAPR;SA: CS Enterprise Orçamento p/ Gestão Rede;1055
CSATMEPLATI;AT: CS Manufactor Executive Platform Intranet;87
CSATCMESTS1P;AT: CS Corporate Multi Estação Serviço 1º Posto;247
CSONDAOBRGUA;ON: CS Desktop Advanced Obras p/ Gestão U.A.;24
CSATCGREGM;AT: CS Corporate Grelhas p/ Gestão Mono;230
CSSAEXL1P;SA: CS Enterprise XL 1º Posto;266
CSWEEDIB;CS Web Enterprise EDI Broker;89
CSATCMEDIPSAM;AT: CS Corporate Medição p/ Gestão Srv.Adic.Mono;362
CSECONTSA;CS Enterprise Contabilidade Srv.Adic.;1781
CSATCOCUGM;AT: CS Corporate Ocupação p/ Gestão Mono;305
CSONDAEQPMGUA;ON: CS Desktop Advanced Equipamento p/ Gestão U.A.;7
CSONCIMOVM;ON: CS Corporate Imóveis Mono;141
CSONCRES1P;ON: CS Corporate Restauração 1º Posto;55
CSONMADEPOS;ON(m): CS Advanced Documentos Eletrónicos p/ POS;2,33
CSSAEEQPMP21P;SA: CS Enterprise Equipamento p/ POS +20 Postos;33
CSATDEIMOV5;AT: CS Desktop Enterprise Imóveis 1a5 U.A.;329
CSCGREGM;CS Corporate Grelhas p/ Gestão Mono;460
CSONMDAPLANPUA;ON(m): CS Desktop Advanced Planeamento p/ Gestão U.A.;1,25
CSONMEESTS;ON(m): CS Enterprise Estações de Serviço;18,75
CSONMWECRM21;ON(m): CS Web Enterprise CRM +20 U.A.;1,17
CSONMWEGREE;ON(m): CS Web Enterprise Grelhas Extranet;7,5
CSMETOUR;CS Manufactor Executive Touch Rede;1523
CSONEVENCR;ON: CS Enterprise Vencimentos Rede;1099
CSATDEIMOB21;AT: CS Desktop Enterprise Imobilizado +20 U.A.;68
CSCMULT;CS Corporate Multilingua;441
CSSACCONTR;SA: CS Corporate Contabilidade Rede;422
CSONMESHSTR;ON(m): CS Enterprise SHST Rede;33,83
CSONMADOCBSA;ON(m): CS Advanced Documentos + BPM Srv.Adic.;17
CSONDEGAI401;ON: CS Desktop Enterprise GenAI +400 U.A.;1
CSONMCGREGSAR;ON(m): CS Corporate Grelhas p/ Gestão Srv.Adic.Rede;4,25
CSAVENCSA;CS Advanced Vencimentos Srv.Adic.;1485
CSATDEFORM5;AT: CS Desktop Enterprise Formação 1a5 U.A.;273
CSATDEOBRG20;AT: CS Desktop Enterprise Obras p/ Gestão 6a20 U.A.;26
CSATWARECRU21;AT: CS Web Advanced Recrutamento +20 U.A.;35
CSATDECRM20;AT: CS Desktop Enterprise CRM 6a20 U.A.;100
CSSADALETUA;SA: CS Desktop Advanced Letras U.A.;50
